Tweet,Message,Match,Polarity
253,RT ikeeyah Last year I went on 5 holidays and next year I plan on going on 10 I afforded it all on a part time wage whilst still on uni ,NONE,neutral
254,Schools with the best Undergraduate ComputerEngineering programs 1 MIT 2 Carnegie Mellon University 3 Uni ,best,positive
255,University of Central Florida Two photographers presented to students their project about ongoing forced labor in ,NONE,neutral
256,It's like someone soaked the University of Oregon's uniforms in Monster Energy Drink and left them out to dry in th ,NONE,neutral
257,NEW Speaker at University of Florida says people use the excuse of being conservative to justify their racism ,"excuse,conservative,racism",negative
258,RT jaynielisa university ,NONE,neutral
259,RT MorrisonNick6 Blessed to receive an offer from Manchester University MU SpartanFB Coach Ramos Niceville FB FLCoachT supernole1 ,NONE,neutral
260,"Dean of the School of Business Administration Widener University Chester, PA ",NONE,neutral
261,RT bigmacmcneely If anyone would like to call George Washington University and ask for Jonathan Turley termination call 202 994 1010 and ,like,positive
262,Saleh Husin Yakin Ari Kuncoro Bawa UI Naik Peringkat di World Class University ,NONE,neutral
263,RT kyle mottice3 I am proud to announce that I will be furthering my academic and athletic career at Heidelberg University. I would like ,"proud,like",positive
264,"RT archie era JMU Nation , It has been an awesome ride playing and representing for this University I have been fortunate these past ","awesome,fortunate",positive
265, .. university of Manchster,NONE,neutral
266,RT huntergrose this pretty much sums up my time in university ,pretty,positive
267,RT ConnerGardner11 Blessed to announce I have recieved another offer to play at Concordia University CoachWatkinsCUC gocougars ,NONE,neutral
268," ZachJohnsonPGA Sign them, auction them off. All proceeds go to University of Iowa Stead Family Children s Hospital.",NONE,neutral
269,RT lukeskywalka11 What an incredible moment. What dreams are made of and why you come to THE UNIVERSITY OF LOUISVILLE ,incredible,positive
270,"Scientists Test Three Solutions for Cleaning Pesticides Off Produce The Winner is Clear, Chemical Free and Surpris ","winner,free",positive
271, FLOTUS IvankaTrump Sanford professor Karlan should be fired we send kids to college to study facts not to hear id ,NONE,neutral
272,"RT left voice ""We don't want more cosmetic changes. We're going to fight till the end."" Lyam, a university student from Chile, on the ",NONE,neutral
273,RT NBCNews Harvard University s denial of tenure to the only Latina professor on track for the status sparks student protests and calls f ,"denial,protests",negative
274,RT joshuabadge Articles on the Western Civilisation course which don t identify it as a propaganda exercise are dabbling in false neutr ,"propaganda,false",negative
275,"RT ROSMARINXXX University of Rochester becomes battleground in China, HongKong conflict ",conflict,negative
276,The University of Mississippi Bring Lane Kiffin to Ole Miss Sign the Petition via Change,miss,negative
277,RT znazz88 Proud to announce my commitment to play Division 1 hockey at the University of Alaska Anchorage. Thank you to everyone who has ,"proud,commitment,thank",positive
278,RT Playmaker neal3 Blessed to have EARNED my FIRST DIVISION ONE SCHOLARSHIP from MOREHEAD STATE UNIVERSITY AGTA CoachBrins JU ,NONE,neutral
279,University with entitled fans. ,NONE,neutral
280,"The more time passes, the more I see how deep it runs and the more my wounds heal I am so thankful that my experie ","heal,thankful",positive
281,"RT JoeBiden Every worker deserves fair wages, good benefits, and protections from sexual harassment. I m proud to stand in solidarity wit ","fair,good,proud,solidarity",positive
282,RT Ladyposhhhhh Hanan Buhari graduates with first class degree from UK university. Congrats jrnaib2 ,NONE,neutral
283,RT sxdoc Senate Confirms 49 44 Pro Life Trump Nominee Sarah Pitlyk as Federal Judge Pitlyk served as law clerk to Judge Brett Kavanaugh ,trump,positive
284,"RT ZackStieber Pamela Karlan, a law professor at Stanford University, brought up 13 year old Barron Trump while testifying in favor of im ","trump,favor",positive
285,"RT LisPower1 This story is WILD ICE created a fake university, then enticed foreign born students to attend charged them money ","wild,fake",negative
286, JudgeJeanine FLOTUS Sweetie did tiny hands give you a honorary degree from trump university ,trump,positive
287,"RT drewdavison TCU's MaxDuggan 10 was an honorable mention for Big 12's offensive freshman of the year. Finished freshman season with 2, ",NONE,neutral
288,RT sxdoc Senate Confirms 49 44 Pro Life Trump Nominee Sarah Pitlyk as Federal Judge Pitlyk served as law clerk to Judge Brett Kavanaugh ,trump,positive
289,"RT CBSNews George Washington University Law School Prof. Jonathan Turley ""I believe this impeachment not only fails to satisfy the stand ",NONE,neutral
290,Grateful to receive another offer from Gannon University ErikRaeburn GoldenKnights ,grateful,positive
291,"RT yesitsme111 A man who has never gone to school may steal from a freight car but if he has a university education, he may steal the wh ",steal,negative
292, mkraju No home school them and then send them to Liberty University to keep them ignorant.,liberty,positive
293,RT PastorJohnHagee Every person in the Bible who achieved greatness went through the University of adversity before having success.,NONE,neutral
294,"RT Chaselopez29 After a great home visit with Head Coach Nielsen and Coach Paopao, I would like to announce my commitment to the UNIVERSI ","great,like,commitment",positive
295,RT drosostravis14 Blessed to receive a PWO from Oregon State University Thank you JakeCookus for this opportunity. BTD20 GoBeavs Bom ,thank,positive
296,So what I learned by watching Monsters University before Monsters Inc was their college experience was useless and ,useless,negative
297,"RT 1808Delaware The Bishop Backers invite you to save the date for Winter Community Day 2020,. ",NONE,neutral
298,RT rylo 5 I am extremely excited to announce that I will attend Rice University to further my academic and baseball career Thankful to e ,"excited,thankful",positive
299,RT TonyBoscoe The evil professor from Stanford University ,evil,negative
300,RT ogun sayo Yesterday morning I was kidnapped by the men of F SARS. I am Masters student at the University of Ibadan. I was on my way to ,masters,positive
301,RT global sportaca NEWS ALERT bellaborb amp katiemaloney have committed to PSUwIceHockey Join us in congratulating them on this amazin ,NONE,neutral
302,"If you re interested in a career working at a university in residence or student life, career coaching, academic ad ",NONE,neutral
303,RT cimmylove I am THRILLED to announce I will be graduating with a Bachelor s of Arts in Music from the University of Southern Mississipp ,thrilled,positive
304,RT sxdoc Senate Confirms 49 44 Pro Life Trump Nominee Sarah Pitlyk as Federal Judge Pitlyk served as law clerk to Judge Brett Kavanaugh ,trump,positive
305,RT ikeeyah Last year I went on 5 holidays and next year I plan on going on 10 I afforded it all on a part time wage whilst still on uni ,NONE,neutral
306,RT tomwatson George Washington University should be deeply ashamed that Jonathan Turley would sit there and lie to the nation so blatantl ,"ashamed,lie",negative
307,RT aalyn Ya girl is graduating Thank you Morgan State University ,thank,positive
308,The Flower Minotaur by Turgenev Breton. Published by Wolverine University Press.,NONE,neutral
309,RT rocqueperez Arizona s Public University System jeopardized hisp latinx safety poured alcohol on islamic center regarded l ,NONE,neutral
310,RT MrDash109 Canada's conservative Reform Party's despise public education amp teachers. So they push for home skoolin etc so Maw amp Paw Ke ,"conservative,despise",negative
311,"RT RealSLokhova When I emigrated from Soviet Union to the West in 1998, I was enormously proud to get into the top University Cambridge. ","proud,top",positive
312,RT sxdoc Senate Confirms 49 44 Pro Life Trump Nominee Sarah Pitlyk as Federal Judge Pitlyk served as law clerk to Judge Brett Kavanaugh ,trump,positive
313,RT AvonGirlsSoccer Congrats to Amber Hochgesang and family on committing to play soccer and attend Marian University ,NONE,neutral
314,"Like, go read the About page on the You Matter University site and tell me it makes sense ",NONE,neutral
315,Boise State claims three of the Mountain West's five major awards and has 17 make all conference teams. ,awards,positive
316,"RT jennfranconews George Washington University Law School Prof. Jonathan Turley ""This would be the first impeachment in history where t ",NONE,neutral
317,Wilberforce University have some pretty dope artist ,NONE,neutral
318, NSTlifestyle Researchers at the University of California San Francisco said the patient had hard metal pneumoconi ,NONE,neutral
319,"RT sydbaebe Stayed down and I weathered the storm. Sam Houston State University December 13th, 2019 9 30AM Bachelor of Arts in Vict ",NONE,neutral
320,Washburn University to build new law school CapFedBestNews ,NONE,neutral
321,RT NorwichLabour This comment by UEA Tories in response to CllrMikeSC s post about putting together food bags for families in deprived a ,deprived,negative
322,RT GSVlabs GSVlabs and University College London are proud to launch the world's first Global Online EdTech Accelerator ,proud,positive
323,RT ConnerGardner11 Blessed to announce I have recieved another offer to play at Concordia University CoachWatkinsCUC gocougars ,NONE,neutral
324,"RT archie era JMU Nation , It has been an awesome ride playing and representing for this University I have been fortunate these past ","awesome,fortunate",positive
325,RT GSVlabs GSVlabs and University College London are proud to launch the world's first Global Online EdTech Accelerator ,proud,positive
326,RT josephasiatini Blessed to receive and offer from University of Southeast Missouri state BG ELAC CoachRon79 DrudikJd ,NONE,neutral
327,RT twill 112 Blessed to receive an official offer to the University of the Cumberlands. Thank you CoachBrightUC and UCPatriotFball for ,thank,positive
328,Wake Forest University WFU DeaconDining ThePit asian station fried burmese tofu with sweet chili sauce ,NONE,neutral
329,"RT thechrisbuskirk I would rather be governed by the first 2,000 people in the telephone directory than by the Harvard University faculty ",NONE,neutral
330,Halftime at University Heights Mount Union 42 John Carroll 36 d3hoops,NONE,neutral
331, dcexaminer 1RealLori RepMattGaetz Who are the idiots who get to sit there making their little laughs and side co ,idiots,negative
332,RT EarlLittleJr1 Blessed to receive an offer from The University of Vanderbilt. gocommodores blessed allglory2god vandy psurtain23 ,NONE,neutral
333,RT AfricaFactsZone Rwanda is building its own Silicon Valley in partnership with Carnegie Mellon University. It is called Kigali Innovati ,NONE,neutral
334,RT IUSBWBB TITANS WIN IU South Bend continues the incredible start to their season with another conference win over Saint Ambrose Univ ,"win,incredible,saint",positive
335,RT splashjayl Thank you S Hodgin HBBauserman for coming to visit me yesterday More than blessed to receive an offer from Shenandoah Un ,thank,positive
336,RT sxdoc Senate Confirms 49 44 Pro Life Trump Nominee Sarah Pitlyk as Federal Judge Pitlyk served as law clerk to Judge Brett Kavanaugh ,trump,positive
337,"Florida four year public university tuition and fees went from 4,137 in 2004 05 to 6,352 in 2019 20, the 26th lar ",NONE,neutral
338,"RT Law360 The University of Miami can't escape a sex bias suit over allegations that a female professor was paid 25,000 less than her ma ","bias,allegations",negative
339,RT ykrell Honored amp Blessed to EARN my 1st offer from The University of Kentucky BBN ,honored,positive
340,RT sloan brody Extremely blessed to receive my first D1 offer PWO to East Tennessee Dtae University homeoftherebels jabaridavis VFL h ,NONE,neutral
341, Mertzarkotr sinanarinay KurdishLobbyAus JoeAdams You are as phoney as a 9 dollar bill Name just one univer ,NONE,neutral
342,"RT TomDaykin This story, which we ran Monday, had its officials announcement Wednesday. Looks to be completed in November 2021... Housing ",NONE,neutral
343,Excellence in global regulatory affairs at Northeastern University College of Professional Studies ..... ,excellence,positive
344,RT dkickz BLESSED to receive a OFFER from Savannah State University AGTG ,NONE,neutral
345,"RT apjjf NEW Retracing Steps at Beijing University, 1989 2019 Philip J. Cunningham jinpeili Cc jwassers h ",NONE,neutral
346,RT outofcontroljb atrupar They didn't teach science at Trump University.,trump,positive
347,"RT RealDeanCain Stanford, Harvard, and University of North Carolina not looking so good today... ImpeachmentInquiry",good,positive
348,RT DVATW This is unbelievable. The Jihadi shot dead on LondonBridge was not only a convicted terrorist who had been released on a tag bu ,dead,negative
349,"RT VoteOjeda2020 Really excited to be invited to speak to students at Yale University this weekend. Service, Leadership....What will you ",excited,positive
350, mmpadellan FLOTUS What elite university professor came on national television in a sham impeachment hearing and mentioned Greta ,NONE,neutral
351,RT Southrngirl77 MsAvaArmstrong Actually I do see some good in these public farces. America is getting to see the useless deep state par ,NONE,neutral
352,"RT adovillanueva raikajiporo 3. Apparently, yes. 4. I don't really think this film is about friendship. Personally, I see this as a film ",NONE,neutral
353,"RT NewsHour WATCH ""If what we are talking about is not impeachable, then nothing is impeachable,"" Michael Gerhardt, a University of Nort ",NONE,neutral
354,RT NeilMunroDC University presidents are partnering with investors to import more foreign workers for the jobs ne ,NONE,neutral
355, asheborn57 This is living proof our college and university system is only a liberal indoctrination system. No wond ,indoctrination,negative
356,RT theBicyKyle I was hazed by Minister Stephen Lecce while I was pledging Sigma Chi at Western University and he was not only fraternity ,NONE,neutral
357,RT historylvrsclub Members of the 1920 Gallaudet University football team. The first college for the deaf is credited with inventing the ,deaf,negative
358,RT thelmaopong University mandem school uniform ,NONE,neutral
359,RT StanfordMWP Unanimous. NextStartsNow GoStanford ,NONE,neutral
360,RT welchris Blessed to receive an offer from Sam Houston State University DBCoachMcGraw ,NONE,neutral
361,"RT theodoragoss Having taught university students for twenty years, I would say to parents, the most important thing you can teach your c ",important,positive
362,RT drosostravis14 Beyond thankful for the opportunity to play at the University of Colorado Boulder. Thank you ReedHeim. Relentless Sk ,"thankful,thank",positive
363,"RT TheHipsterRebbe A week ago we found out ICE had a fake university to entrap students, steal their money and deport them, but we will b ","fake,entrap,steal",negative
364,Blessed and thankful to receive an offer from Tiffin University ,thankful,positive
365," charliekirk11 I'm a University Law Professor and Constitutional Scholar .. ""Orange Man Bad "" ",bad,negative
366,RT AviWoolf This seems like a good opportunity for me to re up this piece I wrote for ArcDigi on why the right has soured entirely on un ,"like,good,right",positive
367,Graduate attributes skills are a critical part of most Australian university s mission statements for teaching. Im ,critical,negative
368,RT TheBirdDogBoys RT EvilKirbySmart Few ppl are giving the University of Georgia a Chance on Saturday. Keep up the positive vibes. L ,positive,positive
369,RT Itsbhop89 Blessed to have played for this University BoilerUp ,NONE,neutral
370,RT roshard12 Blessed to receive a offer from Elizabeth city state university ,NONE,neutral
371,"University of St. Thomas to layoff faculty, reorganize departments amid renewal ",layoff,negative
372,RT alocker99 I m pre med and top 2 of my class at a large university. Try again. ,top,positive
373, markehayes gbuck jr He went to Trump University... ,trump,positive
374,"RT haryannvi After JNU, Now Aazadi Slogans Raised In DU University Headed For Crisis As Thousands Of Teachers Go On Strike Modi govt ","crisis,strike",negative
375,"RT DTripodes Tonight I am teaching Marketing 571 at the University of Phoenix. In Workshop 5, we cover advertising. Students will create ",NONE,neutral
376, AZweatherchick CoconinoNF NWSFlagstaff Heard those booms in University Heights in southwest Flagstaff.,NONE,neutral
377,"RT chloethebully The Little Cheerleader A KathNiel social serye where Sebastian, one of the university s varsity player and top stud ",top,positive
378, davidfrum Is it an online school Was it affiliated with Trump University ,trump,positive
379,My favorite patch of fall leaves on campus. fallleaves ASU tempegov Arizona State University Tempe ,NONE,neutral
380," DeplorableVandy VandyFootball Disagree...think this is a good thing for ADMT. He can now show him, a unbiased opi ","good,unbiased",positive
381,"RT Janya My bestfriend crossed at Troy University this weekend, so I thought y all should see a snippet of their probate. Rhoyal Reign ",NONE,neutral
382,RT flashyshawnn Blessed to receive an offer from Ferris State University ,NONE,neutral
383,RT NyzairSmith Beyond blessed and grateful to receive an opportunity to Further my education and football career at Shippensburg Universi ,grateful,positive
384, AhmedBaba No. They should go to Trump University...,trump,positive
385,RT NBCNews Harvard University s denial of tenure to the only Latina professor on track for the status sparks student protests and calls f ,"denial,protests",negative
386,Gracias a los compas de lasantacecilia for educating the youngsters at csuf musicEducation CSUF LaSantaCecilia ,NONE,neutral
387,"RT RealDeanCain Stanford, Harvard, and University of North Carolina not looking so good today... ImpeachmentInquiry",good,positive
388, KevinMKruse I applied to Trump University School of Law. Waiting to hear ,trump,positive
389,Send them to Trump University ,trump,positive
390,RT twill 112 Blessed to receive an official offer to the University of the Cumberlands. Thank you CoachBrightUC and UCPatriotFball for ,thank,positive
391,RT NikeStoreJapan 12 5 9 SNKRS ,NONE,neutral
392,"RT yuen cecil LennonWall StandWithHongKong Soochow University, Taipei, Taiwan ",NONE,neutral
393,"RT DSOKELLY1 Wow is PamelaKarlan a bitter angry woman....and she is prostituting herself in front of her students, her university and th ","bitter,angry",negative
394,RT ikeeyah Last year I went on 5 holidays and next year I plan on going on 10 I afforded it all on a part time wage whilst still on uni ,NONE,neutral
395,Excited to announce I ve received my 2nd offer from Aurora University GoSpartans ,excited,positive
396,"RT cjbrown1201 Blessed to receive an offer from the University of the Cumberlands, thank you for the opportunity CoachBrightUC JCFB Re ",thank,positive
397,RT HuttoHippoHoops Proud of psanders 23 and all his accomplishments Today was a special day as he signed his NLI to play for Midwe ,"proud,accomplishments",positive
398,"RT Janya My bestfriend crossed at Troy University this weekend, so I thought y all should see a snippet of their probate. Rhoyal Reign ",NONE,neutral
399,"RT VoteOjeda2020 Really excited to be invited to speak to students at Yale University this weekend. Service, Leadership....What will you ",excited,positive
400,"WTF was that Prof. Pamela S. Kartan flipped her cork. Totally OFF POINT, irresponsible, and improper to interject ",improper,negative
401,Motion WHEREAS the DSU s Bylaws and Policies do not reflect the current terminology adopted by Dalhousie University ,NONE,neutral
402,RT Chatelaine For becoming the first woman to be elected to chair Dalhousie University s Board of Governors. ,NONE,neutral
403,if the Conservatives hadn t nominated a poor candidate Trudeau who is a Canadian corruption poster child would have ,"poor,corruption",negative
404,"RT peterlevesque Chair of the 2020 Canadian Knowledge Mobilization Forum is Dr. Alice Aiken, Dalhousie University ",NONE,neutral
405,"RT CityNewsVAN We re not expecting 2020 to be a good year for consumers trying to save some money at the grocery story, unfortunately, ",good,positive
406,RT ClunasColin willy1805 rexglacer Dalhousie University is now aligned with corruption simple as that. What we do about it is something ,corruption,negative
407,For becoming the first woman to be elected to chair Dalhousie University s Board of Governors. ,NONE,neutral
408,RT chronicleherald Columnist John DeMont talks to new Dalhousie University chancellor Scott Brison about his years as a student there ,NONE,neutral
409,"RT peterlevesque Chair of the 2020 Canadian Knowledge Mobilization Forum is Dr. Alice Aiken, Dalhousie University ",NONE,neutral
410,"Chair of the 2020 Canadian Knowledge Mobilization Forum is Dr. Alice Aiken, Dalhousie University ",NONE,neutral
411," We re not expecting 2020 to be a good year for consumers trying to save some money at the grocery story, unfortuna ",good,positive
412," We re not expecting 2020 to be a good year for consumers trying to save some money at the grocery story, unfortuna ",good,positive
413,"RT CityNewsYEG We re not expecting 2020 to be a good year for consumers trying to save some money at the grocery story, unfortunately, ",good,positive
414," We re not expecting 2020 to be a good year for consumers trying to save some money at the grocery story, unfortuna ",good,positive
415,RT taffyleefubbinz maybe it s a good idea to not speed up and try to t bone a car because it passed through a yield sign if you re drivin ,good,positive
416,maybe it s a good idea to not speed up and try to t bone a car because it passed through a yield sign if you re dri ,good,positive
417," We re not expecting 2020 to be a good year for consumers trying to save some money at the grocery story, unfortuna ",good,positive
418,RT chronicleherald Columnist John DeMont talks to new Dalhousie University chancellor Scott Brison about his years as a student there ,NONE,neutral
419,RT BigJMcC Not a word about scottbrison s pivotal role in Vice Admiral MarkNorman IrvingShipbuild debacle. It s sure to cost Cdn. ,vice,negative
420,Ex cabinet minister Scott Brison named chancellor of Dalhousie University National Newswatch ,NONE,neutral
421,RT eppman The cost of living is set to get more expensive next year. The 2020 Food Price Forecast by Dalhousie and University of Guelph ,expensive,negative
422,RT ymediagroup Report by Dalhousie University and the University of Guelph reveals groceries to cost an additional 487 on food in 2020. ,NONE,neutral
423,RT FoodinCanada A report by the University of Guelph and Dalhousie University predicts that food prices will increase in 2020 by two to f ,NONE,neutral
424,"Are you a health professions student at Dalhousie University enrolled in the IPHE program If so, check out the ""Ch ",NONE,neutral
425,Report by Dalhousie University and the University of Guelph reveals groceries to cost an additional 487 on food in ,NONE,neutral
426,"RT CanadianGrocer Food prices are expected to increase 2 to 4 next year, with food spend reaching 12,667, according to the 10th annual ",NONE,neutral
427,Business Analytics programme hosted by Dalhousie University in May 2020 ,NONE,neutral
428,RT FoodinCanada A report by the University of Guelph and Dalhousie University predicts that food prices will increase in 2020 by two to f ,NONE,neutral
429,Interesting article about Dalhousie University. ,interesting,positive
430,RT FoodinCanada A report by the University of Guelph and Dalhousie University predicts that food prices will increase in 2020 by two to f ,NONE,neutral
431,"RT maureensmith232 Dalhousie University apologizes for historical ties to racism, slavery via torontostar",NONE,neutral
432,Ex cabinet minister Scott Brison named chancellor of Dalhousie University ,NONE,neutral
433,RT rexglacer But its all about the family The Liberals don't even try to hide their corruption anymore... Ex cabinet minister Scott Bris ,corruption,negative
434,RT BigJMcC Not a word about scottbrison s pivotal role in Vice Admiral MarkNorman IrvingShipbuild debacle. It s sure to cost Cdn. ,vice,negative
435,RT BigJMcC Not a word about scottbrison s pivotal role in Vice Admiral MarkNorman IrvingShipbuild debacle. It s sure to cost Cdn. ,vice,negative
436,RT eppman The cost of living is set to get more expensive next year. The 2020 Food Price Forecast by Dalhousie and University of Guelph ,expensive,negative
437,RT RobertFife Former federal cabinet minister and Dal Commerce alum Scott Brison appointed as university chancellor Dal News Dalhousi ,NONE,neutral
438,"Hypocrites at work. Environmental minister, Prayut and the rest of the coalition put shark fin soup on the menu dur ","hypocrites,shark",negative
439,"RT CanadianGrocer Food prices are expected to increase 2 to 4 next year, with food spend reaching 12,667, according to the 10th annual ",NONE,neutral
440,"RT CanadianGrocer Food prices are expected to increase 2 to 4 next year, with food spend reaching 12,667, according to the 10th annual ",NONE,neutral
441,A report by the University of Guelph and Dalhousie University predicts that food prices will increase in 2020 by tw ,NONE,neutral
442,"RT CanadianGrocer Food prices are expected to increase 2 to 4 next year, with food spend reaching 12,667, according to the 10th annual ",NONE,neutral
443,"RT CanadianGrocer Food prices are expected to increase 2 to 4 next year, with food spend reaching 12,667, according to the 10th annual ",NONE,neutral
444,"RT CanadianGrocer Food prices are expected to increase 2 to 4 next year, with food spend reaching 12,667, according to the 10th annual ",NONE,neutral
445,RT eppman The cost of living is set to get more expensive next year. The 2020 Food Price Forecast by Dalhousie and University of Guelph ,expensive,negative
446,"RT CanadianGrocer Food prices are expected to increase 2 to 4 next year, with food spend reaching 12,667, according to the 10th annual ",NONE,neutral
447,"RT CanadianGrocer Food prices are expected to increase 2 to 4 next year, with food spend reaching 12,667, according to the 10th annual ",NONE,neutral
448,"Food prices are expected to increase 2 to 4 next year, with food spend reaching 12,667, according to the 10th an ",NONE,neutral
449,"Position Two Chair Positions in Advanced Battery Research Dalhousie University, Faculty ... ",advanced,positive
450,RT BigJMcC Not a word about scottbrison s pivotal role in Vice Admiral MarkNorman IrvingShipbuild debacle. It s sure to cost Cdn. ,vice,negative
451,RT eppman The cost of living is set to get more expensive next year. The 2020 Food Price Forecast by Dalhousie and University of Guelph ,expensive,negative
452,RT rexglacer But its all about the family The Liberals don't even try to hide their corruption anymore... Ex cabinet minister Scott Bris ,corruption,negative
453,RT eppman The cost of living is set to get more expensive next year. The 2020 Food Price Forecast by Dalhousie and University of Guelph ,expensive,negative
454,RT eppman The cost of living is set to get more expensive next year. The 2020 Food Price Forecast by Dalhousie and University of Guelph ,expensive,negative
455,RT eppman The cost of living is set to get more expensive next year. The 2020 Food Price Forecast by Dalhousie and University of Guelph ,expensive,negative
456,RT eppman The cost of living is set to get more expensive next year. The 2020 Food Price Forecast by Dalhousie and University of Guelph ,expensive,negative
457,RT eppman The cost of living is set to get more expensive next year. The 2020 Food Price Forecast by Dalhousie and University of Guelph ,expensive,negative
458,RT eppman The cost of living is set to get more expensive next year. The 2020 Food Price Forecast by Dalhousie and University of Guelph ,expensive,negative
459,"RT globalhalifax WATCH According to a new report from Dalhousie University and the University of Guelph, Food prices in Canada are expec ",NONE,neutral
460,RT CBCNS Former MP Scott Brison to be next chancellor of Dalhousie University ,NONE,neutral
461,RT eppman The cost of living is set to get more expensive next year. The 2020 Food Price Forecast by Dalhousie and University of Guelph ,expensive,negative
462,"RT globalhalifax WATCH According to a new report from Dalhousie University and the University of Guelph, Food prices in Canada are expec ",NONE,neutral
463, willy1805 rexglacer Dalhousie University is now aligned with corruption simple as that. What we do about it is so ,corruption,negative
464,RT eppman The cost of living is set to get more expensive next year. The 2020 Food Price Forecast by Dalhousie and University of Guelph ,expensive,negative
465,RT sunlorrie Former Liberal cabinet minister Scott Brison to be next chancellor of Dalhousie University CBC News ,NONE,neutral
466,RT eppman The cost of living is set to get more expensive next year. The 2020 Food Price Forecast by Dalhousie and University of Guelph ,expensive,negative
467,RT eppman The cost of living is set to get more expensive next year. The 2020 Food Price Forecast by Dalhousie and University of Guelph ,expensive,negative
468,"RT globalhalifax WATCH According to a new report from Dalhousie University and the University of Guelph, Food prices in Canada are expec ",NONE,neutral
469," Sma1l globeandmail Contact university of Dalhousie and the university of Guelph, they released the data.",NONE,neutral
470,RT eppman The cost of living is set to get more expensive next year. The 2020 Food Price Forecast by Dalhousie and University of Guelph ,expensive,negative
471,RT eppman The cost of living is set to get more expensive next year. The 2020 Food Price Forecast by Dalhousie and University of Guelph ,expensive,negative
472,RT eppman The cost of living is set to get more expensive next year. The 2020 Food Price Forecast by Dalhousie and University of Guelph ,expensive,negative
473,RT eppman The cost of living is set to get more expensive next year. The 2020 Food Price Forecast by Dalhousie and University of Guelph ,expensive,negative
474,"RT globalhalifax WATCH According to a new report from Dalhousie University and the University of Guelph, Food prices in Canada are expec ",NONE,neutral
475,Columnist John DeMont talks to new Dalhousie University chancellor Scott Brison about his years as a student there ,NONE,neutral
476,RT eppman The cost of living is set to get more expensive next year. The 2020 Food Price Forecast by Dalhousie and University of Guelph ,expensive,negative
477,The cost of living is set to get more expensive next year. The 2020 Food Price Forecast by Dalhousie and Universi ,expensive,negative
478,"RT globalhalifax WATCH According to a new report from Dalhousie University and the University of Guelph, Food prices in Canada are expec ",NONE,neutral
479,"RT globalhalifax WATCH According to a new report from Dalhousie University and the University of Guelph, Food prices in Canada are expec ",NONE,neutral
480,"WATCH According to a new report from Dalhousie University and the University of Guelph, Food prices in Canada are ",NONE,neutral
481,RT sunlorrie Former Liberal cabinet minister Scott Brison to be next chancellor of Dalhousie University CBC News ,NONE,neutral
482,RT sunlorrie Former Liberal cabinet minister Scott Brison to be next chancellor of Dalhousie University CBC News ,NONE,neutral
483,RT sunlorrie Former Liberal cabinet minister Scott Brison to be next chancellor of Dalhousie University CBC News ,NONE,neutral
484,"RT TheWestBlock Former Liberal federal cabinet minister Scott Brison, who resigned last January, has been appointed chancellor of Dalhous ",resigned,negative
485,RT BigJMcC Not a word about scottbrison s pivotal role in Vice Admiral MarkNorman IrvingShipbuild debacle. It s sure to cost Cdn. ,vice,negative
486,RT sunlorrie Former Liberal cabinet minister Scott Brison to be next chancellor of Dalhousie University CBC News ,NONE,neutral
487,RT sunlorrie Former Liberal cabinet minister Scott Brison to be next chancellor of Dalhousie University CBC News ,NONE,neutral
488,RT sunlorrie Former Liberal cabinet minister Scott Brison to be next chancellor of Dalhousie University CBC News ,NONE,neutral
489,RT RobertFife Former federal cabinet minister and Dal Commerce alum Scott Brison appointed as university chancellor Dal News Dalhousi ,NONE,neutral
490,RT sunlorrie Former Liberal cabinet minister Scott Brison to be next chancellor of Dalhousie University CBC News ,NONE,neutral
491,"RT TheWestBlock Former Liberal federal cabinet minister Scott Brison, who resigned last January, has been appointed chancellor of Dalhous ",resigned,negative
492,RT sunlorrie Former Liberal cabinet minister Scott Brison to be next chancellor of Dalhousie University CBC News ,NONE,neutral
493,RT sunlorrie Former Liberal cabinet minister Scott Brison to be next chancellor of Dalhousie University CBC News ,NONE,neutral
494,RT sunlorrie Former Liberal cabinet minister Scott Brison to be next chancellor of Dalhousie University CBC News ,NONE,neutral
495,RT rexglacer But its all about the family The Liberals don't even try to hide their corruption anymore... Ex cabinet minister Scott Bris ,corruption,negative
496,RT sunlorrie Former Liberal cabinet minister Scott Brison to be next chancellor of Dalhousie University CBC News ,NONE,neutral
497,RT CBCNS Former MP Scott Brison to be next chancellor of Dalhousie University ,NONE,neutral
498,RT sunlorrie Former Liberal cabinet minister Scott Brison to be next chancellor of Dalhousie University CBC News ,NONE,neutral
499,Former Liberal cabinet minister Scott Brison to be next chancellor of Dalhousie University CBC News cdnpoli,NONE,neutral
500,RT BigJMcC Not a word about scottbrison s pivotal role in Vice Admiral MarkNorman IrvingShipbuild debacle. It s sure to cost Cdn. ,vice,negative
501,RT rexglacer But its all about the family The Liberals don't even try to hide their corruption anymore... Ex cabinet minister Scott Bris ,corruption,negative
502,"RT TheWestBlock Former Liberal federal cabinet minister Scott Brison, who resigned last January, has been appointed chancellor of Dalhous ",resigned,negative
503,"RT TheWestBlock Former Liberal federal cabinet minister Scott Brison, who resigned last January, has been appointed chancellor of Dalhous ",resigned,negative
504,RT rexglacer But its all about the family The Liberals don't even try to hide their corruption anymore... Ex cabinet minister Scott Bris ,corruption,negative
505,RT CTVAtlantic Ex cabinet minister Scott Brison named chancellor of Dalhousie University ,NONE,neutral
